Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Christchurch Aero,4843,H32451,-43.493,172.537,37,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Form_DLY (Extended)
(Note that non standard row charges apply. For details search the help on "fdly").
Station,Day(Local_Date),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa),ET05(C),ET10(C),ET20(C),ET50(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ),SoilM(%)
4843,20091213:0000,291,19.6,557,0.0,15.6,23.3,7.8,4.4,8.2,17.7,18.1,-,-,-,997.8,993.4,-,21.00,-
4843,20091214:0000,89,16.5,414,9.4,12.1,17.2,7.0,2.4,10.9,15.2,16.5,-,-,-,1004.4,999.9,-,18.55,-
4843,20091215:0000,237,11.3,333,1.1,11.0,15.9,6.0,5.8,8.6,14.9,15.3,-,-,-,1013.7,1009.2,-,25.22,-
4843,20091216:0000,173,11.3,284,0.0,12.8,20.6,4.9,3.9,9.7,15.8,16.1,-,-,-,1015.3,1010.8,-,22.95,-
4843,20091217:0000,68,12.4,428,0.0,12.6,19.4,5.7,3.5,12.5,17.1,17.3,-,-,-,1017.9,1013.3,-,25.90,-
4843,20091218:0000,295,19.6,467,0.0,18.9,29.6,8.1,4.1,10.9,18.0,18.0,-,-,-,1007.5,1003.1,-,18.73,-
4843,20091219:0000,238,13.9,434,0.2,17.5,23.9,11.1,11.0,13.3,20.0,19.6,-,-,-,1004.3,999.9,-,25.88,-
4843,20091220:0000,177,21.1,464,3.9,15.9,23.1,8.7,7.8,10.2,17.9,18.9,-,-,-,1001.2,996.8,-,20.07,-
4843,20091221:0000,194,13.9,419,0.1,10.6,15.2,5.9,4.3,8.1,15.8,16.5,-,-,-,1017.1,1012.5,-,31.34,-
4843,20091222:0000,57,13.4,487,0.0,12.3,17.7,6.8,2.8,10.1,17.6,18.1,-,-,-,1020.5,1016.0,-,31.31,-
4843,20091223:0000,69,11.3,360,0.0,18.9,24.8,12.9,10.2,12.7,21.4,20.8,-,-,-,1017.4,1012.9,-,28.99,-
4843,20091224:0000,56,13.4,461,0.0,15.9,23.1,8.6,5.1,12.7,20.7,20.8,-,-,-,1022.5,1018.0,-,28.88,-
4843,20091225:0000,60,8.2,333,0.0,19.0,24.9,13.1,11.5,15.5,22.3,21.8,-,-,-,1018.9,1014.5,-,27.39,-
4843,20091226:0000,310,12.4,226,0.0,21.3,29.3,13.3,10.7,12.9,20.8,20.9,-,-,-,1016.0,1011.6,-,13.93,-
4843,20091227:0000,212,12.4,431,0.9,13.7,15.3,12.0,12.1,13.6,17.3,18.5,-,-,-,1017.9,1013.4,0.0,10.92,-
4843,20091228:0000,62,12.4,467,0.0,14.2,17.9,10.5,8.6,13.6,17.2,17.8,-,-,-,1018.8,1014.2,-,13.50,-
4843,20091229:0000,61,8.8,288,0.0,17.9,23.9,11.8,9.3,16.4,22.1,21.3,-,-,-,1006.4,1002.0,-,26.51,-
4843,20091230:0000,176,18.0,436,4.4,13.3,18.2,8.4,6.0,11.1,15.9,17.8,-,-,-,1005.2,1000.8,-,15.77,-
4843,20091231:0000,54,10.8,321,0.0,11.8,18.9,4.7,2.4,8.4,16.4,16.8,-,-,-,1014.2,1009.7,-,26.90,-
4843,20100101:0000,294,22.1,388,0.0,19.8,32.4,7.2,3.8,9.7,20.6,19.9,-,-,-,1006.9,1002.5,-,23.87,-
4843,20100102:0000,295,21.6,593,0.0,21.9,32.8,10.9,11.0,11.8,21.3,21.5,-,-,-,1004.1,999.8,-,24.04,-
4843,20100103:0000,63,13.4,497,0.0,20.5,29.4,11.6,10.9,13.4,20.6,20.3,-,-,-,998.4,994.0,-,14.71,-
4843,20100104:0000,193,19.0,475,0.2,18.3,25.7,10.8,8.6,11.4,20.4,21.0,-,-,-,999.9,995.5,-,23.97,-
4843,20100105:0000,61,12.4,367,0.0,14.4,19.4,9.4,8.0,11.7,20.8,20.9,-,-,-,1014.5,1010.0,-,29.73,-
4843,20100106:0000,315,18.0,399,0.0,18.3,27.7,8.9,6.6,10.1,21.5,21.4,-,-,-,1011.1,1006.6,-,23.07,-
4843,20100107:0000,298,20.1,559,0.0,20.0,28.5,11.5,8.9,12.4,21.8,21.8,-,-,-,1003.0,998.7,-,19.13,-
4843,20100108:0000,191,13.4,449,1.7,14.8,20.7,8.9,7.4,8.0,17.5,19.0,-,-,-,1010.2,1005.7,-,17.87,-
4843,20100109:0000,61,13.4,344,0.0,13.0,18.2,7.8,5.6,10.5,17.9,18.5,-,-,-,1015.7,1011.2,-,25.21,-
4843,20100110:0000,198,19.6,484,1.8,16.0,23.4,8.5,8.3,10.6,17.5,18.4,-,-,-,999.9,995.5,-,10.76,-
4843,20100111:0000,189,12.9,296,0.8,12.5,19.1,5.8,2.9,10.7,15.8,16.8,-,-,-,1001.5,997.0,-,18.98,-
4843,20100112:0000,197,14.9,587,2.0,13.0,17.0,8.9,7.1,11.8,15.7,16.7,-,-,-,1008.8,1004.3,-,25.18,-
4843,20100113:0000,44,8.8,316,0.0,13.4,17.8,8.9,7.0,12.8,16.3,16.7,-,-,-,1010.9,1006.4,-,13.20,-
4843,20100114:0000,211,14.4,496,0.7,15.7,20.1,11.3,10.3,13.8,15.1,16.1,-,-,-,1013.1,1008.6,-,7.36,-
4843,20100115:0000,170,9.8,356,0.0,15.2,20.0,10.3,8.4,12.1,17.5,17.7,-,-,-,1020.4,1015.9,-,25.04,-
4843,20100116:0000,190,12.9,570,1.1,11.9,14.3,9.5,8.8,11.5,14.4,15.9,-,-,-,1019.6,1015.0,-,8.91,-
4843,20100117:0000,229,10.3,394,0.1,13.1,16.1,10.0,9.9,14.4,15.0,15.5,-,-,-,1014.6,1010.0,0.0,8.89,-
4843,20100118:0000,52,9.3,281,0.0,16.4,19.8,12.9,12.9,15.2,17.4,17.3,-,-,-,1012.7,1008.2,-,12.40,-
4843,20100119:0000,80,9.3,366,0.0,16.5,19.3,13.7,13.6,15.6,18.2,18.3,-,-,-,1012.5,1008.0,-,14.40,-
4843,20100120:0000,62,7.7,293,0.0,18.5,22.9,14.1,14.1,16.9,20.5,20.0,-,-,-,1006.0,1001.5,-,18.44,-
4843,20100121:0000,91,9.3,380,0.3,18.7,22.6,14.7,13.9,18.2,19.4,19.7,-,-,-,997.0,992.6,-,12.75,-
4843,20100122:0000,210,14.4,575,6.1,14.4,16.7,12.0,11.9,16.4,16.4,17.6,-,-,-,1003.0,998.6,0.0,6.02,-
4843,20100123:0000,216,13.9,563,1.8,13.3,15.2,11.4,11.4,14.1,14.3,15.3,-,-,-,1008.6,1004.1,-,6.86,-
4843,20100124:0000,187,14.9,303,0.0,14.7,18.0,11.4,10.7,14.1,15.3,15.8,-,-,-,1006.8,1002.3,-,9.10,-
4843,20100125:0000,76,13.9,471,0.0,15.6,19.4,11.7,11.2,12.3,17.4,17.4,-,-,-,1016.1,1011.6,-,27.13,-
4843,20100126:0000,62,11.3,418,0.0,16.4,20.0,12.8,11.8,15.7,18.7,18.6,-,-,-,1020.1,1015.6,-,19.23,-
4843,20100127:0000,62,10.8,490,0.0,17.4,20.9,13.8,11.7,17.3,20.6,20.4,-,-,-,1017.2,1012.8,-,23.54,-
4843,20100128:0000,219,9.3,326,0.0,18.6,23.6,13.6,11.5,16.7,22.0,21.6,-,-,-,1018.4,1013.9,-,25.27,-
4843,20100129:0000,64,14.4,449,0.0,17.6,20.5,14.7,15.3,17.4,20.5,21.1,-,-,-,1019.2,1014.7,-,14.63,-
4843,20100130:0000,188,19.0,554,0.0,20.5,26.6,14.4,14.0,16.6,22.6,22.4,-,-,-,1016.6,1012.1,-,26.72,-
4843,20100131:0000,185,9.8,354,0.0,14.4,19.6,9.1,6.0,10.8,21.2,21.8,-,-,-,1028.1,1023.5,-,27.59,-
4843,20100201:0000,71,13.4,422,0.0,11.5,19.2,3.7,1.1,11.6,19.4,20.5,-,-,-,1027.7,1023.2,-,28.08,-
4843,20100202:0000,52,9.3,381,0.0,16.9,20.2,13.5,13.8,14.6,21.5,21.6,-,-,-,1028.4,1023.9,-,21.94,-
4843,20100203:0000,64,8.8,301,0.0,18.4,22.0,14.7,13.6,14.9,23.1,23.0,-,-,-,1031.6,1027.1,-,24.51,-
4843,20100204:0000,53,11.3,345,0.0,17.1,21.4,12.8,10.4,14.0,23.1,23.3,-,-,-,1031.1,1026.5,-,27.33,-
4843,20100205:0000,66,13.9,483,0.0,17.5,21.8,13.1,9.8,16.1,22.5,22.9,-,-,-,1028.1,1023.6,-,23.16,-
4843,20100206:0000,70,10.3,337,0.0,20.6,24.8,16.4,15.7,17.3,23.8,23.6,-,-,-,1026.8,1022.3,-,20.07,-
4843,20100207:0000,203,11.8,400,0.4,17.5,22.0,13.0,12.3,16.5,20.4,21.7,-,-,-,1027.7,1023.2,-,10.47,-
4843,20100208:0000,51,7.7,248,0.0,15.1,18.3,11.9,11.0,13.2,19.0,20.1,-,-,-,1027.6,1023.1,-,13.17,-
4843,20100209:0000,57,7.7,234,0.0,17.6,21.9,13.3,11.5,14.5,21.1,21.3,-,-,-,1019.1,1014.7,-,17.56,-
4843,20100210:0000,197,10.3,327,0.2,14.0,16.5,11.4,8.8,13.7,17.4,19.0,-,-,-,1015.7,1011.2,0.0,6.63,-
4843,20100211:0000,79,6.7,282,0.2,14.9,17.8,12.0,11.8,15.4,17.4,18.4,-,-,-,1014.2,1009.7,0.0,8.02,-
4843,20100212:0000,73,10.3,314,0.5,17.9,22.3,13.5,12.4,17.2,20.9,20.9,-,-,-,1008.8,1004.4,-,21.75,-
4843,20100213:0000,208,20.6,573,0.1,19.4,27.1,11.7,11.5,13.8,21.2,21.7,-,-,-,1002.2,997.8,-,20.80,-
4843,20100214:0000,62,9.3,299,0.0,14.5,19.7,9.3,4.5,13.8,18.9,19.9,-,-,-,1011.3,1006.9,-,14.98,-
4843,20100215:0000,189,11.8,322,0.0,13.2,15.9,10.5,8.3,12.1,17.4,18.8,-,-,-,1017.1,1012.6,-,8.46,-
4843,20100216:0000,66,9.3,316,0.0,15.1,20.6,9.6,7.5,12.9,20.2,20.5,-,-,-,1017.5,1013.0,-,22.32,-
4843,20100217:0000,65,11.3,396,2.4,13.5,18.2,8.7,5.6,15.3,17.3,18.7,-,-,-,1014.7,1010.2,-,8.17,-
4843,20100218:0000,193,13.9,457,4.4,14.3,18.2,10.3,9.5,17.1,17.1,-,-,-,-,1004.1,999.6,0.0,6.13,-
4843,20100219:0000,234,10.3,333,0.0,14.8,21.2,8.3,7.0,10.6,17.5,-,-,-,-,1010.1,1005.6,-,25.16,-
4843,20100220:0000,67,10.3,324,0.0,14.6,21.2,8.0,4.4,14.3,18.7,-,-,-,-,1016.1,1011.7,-,25.15,-
4843,20100221:0000,50,7.7,261,0.0,18.2,26.0,10.4,7.2,16.1,20.0,-,-,-,-,1021.6,1017.1,-,19.89,-
4843,20100222:0000,69,6.7,202,0.0,18.6,28.4,8.8,6.0,14.3,21.7,-,-,-,-,1021.1,1016.6,-,22.49,-
4843,20100223:0000,79,9.3,239,0.0,18.7,31.1,6.2,4.1,12.1,22.1,-,-,-,-,1016.6,1012.2,-,25.00,-
4843,20100224:0000,318,14.4,357,0.0,18.6,30.1,7.0,4.0,11.0,21.9,-,-,-,-,1009.5,1005.1,-,22.14,-
4843,20100225:0000,318,16.5,504,0.4,20.1,27.7,12.5,11.8,12.0,23.6,-,-,-,-,1007.1,1002.8,-,20.01,-
4843,20100226:0000,56,11.3,370,1.3,16.4,20.9,11.8,11.2,12.4,20.1,20.4,-,-,-,1021.9,1017.4,-,22.54,-
4843,20100227:0000,51,14.9,366,0.0,18.2,28.3,8.0,3.7,12.5,20.2,20.1,-,-,-,1021.1,1016.6,-,22.43,-
4843,20100228:0000,167,8.8,236,0.0,17.6,27.1,8.1,4.1,10.6,19.7,19.8,-,-,-,1015.7,1011.3,-,16.55,-
4843,20100301:0000,327,16.0,268,0.0,16.6,24.6,8.5,6.1,11.0,16.8,17.7,-,-,-,1006.3,1001.9,-,4.57,-
4843,20100302:0000,64,13.4,374,0.0,16.6,21.7,11.4,7.5,14.1,19.9,19.7,-,-,-,1003.0,998.5,-,20.76,-
4843,20100303:0000,77,10.8,368,0.0,16.0,20.7,11.2,6.3,13.0,19.5,19.5,-,-,-,999.9,995.5,-,19.52,-
4843,20100304:0000,74,10.3,254,0.0,16.1,27.7,4.4,2.0,11.2,20.5,19.8,-,-,-,1006.9,1002.5,-,19.45,-
4843,20100305:0000,190,10.3,283,0.6,15.9,21.0,10.7,7.8,14.9,18.3,18.8,-,-,-,1016.2,1011.7,-,10.15,-
4843,20100306:0000,77,11.3,344,0.0,15.5,20.1,10.9,8.2,14.3,18.7,18.8,-,-,-,1024.0,1019.4,-,16.74,-
4843,20100307:0000,43,12.9,530,0.0,15.6,20.6,10.6,8.1,13.3,19.1,19.0,-,-,-,1021.3,1016.8,-,20.24,-
4843,20100308:0000,51,8.2,274,0.0,15.2,22.1,8.2,4.4,14.0,20.8,20.1,-,-,-,1019.5,1015.1,-,20.44,-
4843,20100309:0000,55,10.8,363,0.0,15.3,21.8,8.7,6.0,14.5,20.7,20.3,-,-,-,1019.8,1015.3,-,20.86,-
4843,20100310:0000,60,16.5,702,0.0,17.8,21.1,14.5,13.3,15.9,20.0,20.0,-,-,-,1013.0,1008.6,-,19.67,-
4843,20100311:0000,194,13.9,413,4.0,14.0,17.2,10.8,8.1,14.1,15.4,17.0,-,-,-,1012.3,1007.8,0.0,4.21,-
4843,20100312:0000,156,18.0,322,10.0,9.1,15.1,3.0,0.2,10.1,10.5,12.4,-,-,-,1015.8,1011.3,-,6.80,-
4843,20100313:0000,237,9.8,200,0.0,12.7,23.9,1.4,-1.0,9.5,12.7,13.2,-,-,-,1014.4,1009.8,-,12.56,-
4843,20100314:0000,186,8.8,204,0.0,20.5,30.4,10.5,6.7,11.5,17.2,16.6,-,-,-,1011.1,1006.6,-,14.69,-
4843,20100315:0000,41,11.3,372,0.1,12.7,19.1,6.2,3.3,13.0,15.8,16.1,-,-,-,1013.0,1008.5,-,17.01,-
4843,20100316:0000,186,16.0,429,0.3,18.6,26.5,10.6,7.3,12.6,19.5,18.5,-,-,-,1007.5,1003.1,-,18.72,-
4843,20100317:0000,194,17.5,580,1.7,9.0,14.3,3.7,0.1,8.4,12.4,14.2,-,-,-,1020.2,1015.6,-,15.05,-
4843,20100318:0000,47,7.2,197,0.0,10.7,20.8,0.6,-2.5,9.6,11.9,12.8,-,-,-,1016.1,1011.5,-,10.57,-
4843,20100319:0000,44,7.2,257,0.0,10.9,17.6,4.2,2.0,11.9,14.6,14.7,-,-,-,1018.9,1014.4,-,15.08,-
4843,20100320:0000,58,8.8,222,0.0,16.2,23.7,8.7,6.1,13.5,15.9,15.9,-,-,-,1015.5,1011.0,-,9.68,-
4843,20100321:0000,227,9.8,284,0.0,15.2,18.5,11.9,9.2,15.2,15.3,15.6,-,-,-,1013.2,1008.7,-,5.86,-
4843,20100322:0000,301,27.3,596,0.0,19.0,28.1,9.9,7.1,10.9,18.3,17.6,-,-,-,1001.8,997.5,-,13.09,-
4843,20100323:0000,298,11.3,371,0.1,16.3,25.0,7.5,4.2,9.9,17.2,16.7,-,-,-,1005.7,1001.3,-,17.81,-
4843,20100324:0000,217,18.5,373,0.6,12.2,19.2,5.1,3.0,10.3,15.1,15.9,-,-,-,996.1,991.7,-,6.89,-
4843,20100325:0000,289,11.3,236,4.9,13.3,24.1,2.5,-0.9,8.5,14.5,14.6,-,-,-,1002.5,998.0,-,17.71,-
4843,20100326:0000,59,10.3,288,0.0,19.0,28.4,9.6,7.4,13.1,17.8,17.1,-,-,-,1009.5,1005.1,-,16.39,-
4843,20100327:0000,188,16.5,502,0.0,17.8,23.3,12.2,10.3,10.7,16.2,16.5,-,-,-,1015.9,1011.4,-,5.25,-
4843,20100328:0000,185,8.2,339,0.8,11.7,14.9,8.5,6.5,10.3,14.0,14.8,-,-,-,1031.9,1027.3,-,8.35,-
4843,20100329:0000,54,15.4,526,0.0,11.9,18.5,5.2,2.6,10.4,13.2,13.6,-,-,-,1034.0,1029.4,-,14.89,-
4843,20100330:0000,294,8.8,290,0.0,19.8,27.3,12.2,8.9,14.4,17.5,16.6,-,-,-,1026.9,1022.4,-,14.01,-
4843,20100331:0000,69,7.2,127,0.0,17.8,27.3,8.3,6.0,12.2,17.3,16.9,-,-,-,1025.9,1021.4,-,13.53,-
4843,20100401:0000,223,7.7,179,0.0,17.6,27.4,7.7,5.3,11.6,17.3,16.9,-,-,-,1024.5,1020.0,-,14.74,-
4843,20100402:0000,39,8.2,275,0.0,14.2,17.9,10.5,8.0,14.0,16.9,16.8,-,-,-,1020.1,1015.5,-,12.91,-
4843,20100403:0000,281,11.8,251,0.0,14.6,25.9,3.2,1.6,9.2,17.5,16.9,-,-,-,1010.5,1006.0,-,16.81,-
4843,20100404:0000,185,12.9,402,1.2,12.7,16.8,8.6,8.3,11.0,13.8,15.0,-,-,-,1013.3,1008.8,-,6.77,-
4843,20100405:0000,53,12.9,356,0.6,10.5,14.3,6.7,3.9,10.5,12.3,13.4,-,-,-,1012.7,1008.1,-,8.65,-
4843,20100406:0000,202,9.3,275,1.0,10.5,13.2,7.7,5.7,10.5,11.5,12.5,-,-,-,1015.2,1010.6,0.0,5.83,-
4843,20100407:0000,195,8.2,191,0.0,9.4,15.6,3.1,0.3,8.9,11.3,12.2,-,-,-,1026.4,1021.7,-,11.05,-
4843,20100408:0000,49,12.9,343,0.0,7.6,15.7,-0.5,-3.6,8.4,10.6,11.4,-,-,-,1027.8,1023.2,-,15.13,-
4843,20100409:0000,72,6.2,192,0.0,8.4,15.9,0.8,-2.9,8.4,8.8,11.2,-,-,-,1024.0,1019.6,-,1.58,-
4843,20100410:0000,67,10.8,332,0.0,7.8,17.0,-1.5,-4.1,10.5,11.7,11.9,-,-,-,1023.9,1019.3,-,16.49,-
4843,20100411:0000,66,9.3,305,0.0,14.5,21.1,7.8,5.2,11.4,14.9,14.5,-,-,-,1017.3,1012.8,-,16.37,-
4843,20100412:0000,277,9.3,154,0.0,17.0,27.1,6.9,3.2,8.9,15.1,14.6,-,-,-,1014.5,1010.0,-,15.87,-
4843,20100413:0000,61,16.0,329,0.0,13.1,21.5,4.6,1.7,10.0,12.9,13.4,-,-,-,1000.9,996.5,-,3.07,-
4843,20100414:0000,302,9.8,292,0.0,16.1,21.9,10.2,6.6,11.3,15.2,14.8,-,-,-,996.2,991.8,-,13.39,-
4843,20100415:0000,316,16.0,540,0.0,17.3,24.9,9.7,5.5,8.5,16.8,15.9,-,-,-,998.7,994.3,-,14.15,-
4843,20100416:0000,185,15.4,390,4.5,9.5,14.0,4.9,0.1,7.9,10.6,11.5,-,-,-,1016.3,1011.7,-,15.32,-
4843,20100417:0000,80,10.8,167,0.0,12.2,23.5,0.9,-0.8,9.5,10.6,11.3,-,-,-,1018.9,1014.3,-,8.33,-
4843,20100418:0000,44,9.8,307,0.0,11.4,16.3,6.5,2.8,12.2,12.2,12.5,-,-,-,1019.0,1014.5,-,13.41,-
4843,20100419:0000,166,8.2,180,0.0,11.2,18.1,4.3,1.6,11.8,12.5,12.7,-,-,-,1010.2,1005.7,-,9.57,-
4843,20100420:0000,87,9.3,191,0.0,13.6,22.7,4.4,1.6,10.8,12.5,12.7,-,-,-,1012.3,1007.8,-,14.18,-
4843,20100421:0000,65,10.3,305,0.1,10.9,19.1,2.6,0.4,10.0,11.7,12.1,-,-,-,1015.4,1010.9,-,13.77,-
4843,20100422:0000,68,12.4,225,0.1,14.3,25.8,2.8,0.5,10.2,13.6,13.2,-,-,-,1013.8,1009.3,-,14.13,-
4843,20100423:0000,293,9.8,226,0.0,15.6,26.7,4.4,1.8,11.0,14.1,13.8,-,-,-,1009.6,1005.1,-,12.53,-
4843,20100424:0000,47,12.4,364,11.6,11.7,13.5,9.8,8.0,12.8,11.9,12.6,-,-,-,1016.5,1012.0,0.0,1.71,-
4843,20100425:0000,350,12.4,426,0.0,17.5,22.3,12.6,11.6,13.8,13.9,13.6,-,-,-,1011.5,1007.0,-,3.89,-
4843,20100426:0000,203,9.8,294,0.0,14.8,18.1,11.5,9.5,13.1,12.2,12.7,-,-,-,1017.5,1013.0,0.0,1.52,-
4843,20100427:0000,346,11.3,289,0.1,13.7,17.5,9.9,7.6,13.0,12.2,12.6,-,-,-,1013.1,1008.5,-,2.88,-
4843,20100428:0000,323,17.0,529,0.0,15.9,19.6,12.1,8.4,8.6,12.0,12.1,-,-,-,1009.9,1005.5,-,5.58,-
4843,20100429:0000,36,15.4,344,0.0,16.1,20.5,11.7,7.9,9.8,11.6,11.7,-,-,-,1008.2,1003.7,-,1.72,-
4843,20100430:0000,318,14.4,334,0.0,16.2,24.5,7.9,4.6,9.4,13.1,12.9,-,-,-,1002.7,998.3,-,8.04,-
4843,20100501:0000,164,9.8,247,1.0,8.7,14.1,3.2,-0.6,9.6,9.7,10.6,-,-,-,1015.5,1010.9,-,10.54,-
4843,20100502:0000,65,10.3,281,0.0,7.6,13.6,1.6,-0.8,9.4,9.7,10.2,-,-,-,1023.5,1018.8,-,11.98,-
4843,20100503:0000,305,11.3,169,0.0,11.1,20.4,1.8,-1.1,9.1,8.2,9.3,-,-,-,1015.5,1010.9,-,6.00,-
4843,20100504:0000,181,10.8,235,0.0,7.7,15.1,0.2,-2.1,8.8,8.5,9.1,-,-,-,1025.5,1020.9,-,11.74,-
4843,20100505:0000,65,13.9,417,0.0,7.1,14.3,-0.2,-3.3,9.2,8.1,8.9,-,-,-,1030.9,1026.2,-,11.14,-
4843,20100506:0000,63,5.7,170,0.1,9.7,19.9,-0.5,-3.7,8.9,8.3,8.8,-,-,-,1022.3,1017.7,-,11.63,-
4843,20100507:0000,82,8.8,213,0.0,12.9,19.1,6.7,2.7,10.4,9.9,9.9,-,-,-,1013.4,1008.9,-,1.23,-
4843,20100508:0000,205,11.8,292,0.0,11.6,15.7,7.4,4.0,12.6,11.2,11.3,-,-,-,1011.3,1006.7,0.0,2.86,-
4843,20100509:0000,67,8.2,204,0.1,8.2,17.6,-1.2,-3.5,10.3,9.2,9.7,-,-,-,1016.4,1011.8,-,11.13,-
4843,20100510:0000,68,8.8,320,0.0,10.7,17.9,3.4,0.3,11.3,10.9,11.0,-,-,-,1019.2,1014.6,-,10.79,-
4843,20100511:0000,67,10.8,304,0.0,8.4,15.7,1.1,-1.8,10.3,9.2,9.6,-,-,-,1022.1,1017.5,-,10.41,-
4843,20100512:0000,67,11.3,501,0.1,10.6,17.7,3.5,1.2,12.5,11.9,11.5,-,-,-,1010.8,1006.3,-,8.41,-
4843,20100513:0000,51,17.5,528,0.0,15.7,24.8,6.5,3.3,11.7,13.6,13.2,-,-,-,998.7,994.3,-,9.93,-
4843,20100514:0000,102,6.7,175,0.0,13.5,20.4,6.5,2.2,11.2,11.3,11.4,-,-,-,1001.3,996.8,-,8.15,-
4843,20100515:0000,193,8.8,243,0.1,10.0,15.8,4.1,1.5,11.2,10.8,11.1,-,-,-,1000.7,996.2,-,7.53,-
4843,20100516:0000,192,10.8,455,2.0,10.4,11.7,9.1,9.0,12.6,10.9,11.2,-,-,-,1003.7,999.2,0.0,2.00,-
4843,20100517:0000,210,9.8,426,6.3,10.5,11.1,9.8,8.7,12.5,10.9,11.2,-,-,-,1009.1,1004.6,0.0,2.03,-
4843,20100518:0000,210,6.2,211,1.1,9.5,12.3,6.7,4.9,12.2,10.6,10.9,-,-,-,1012.2,1007.7,-,3.13,-
4843,20100519:0000,173,7.7,243,0.8,9.6,11.8,7.3,6.0,11.7,10.3,10.7,-,-,-,1018.1,1013.5,0.0,2.88,-
4843,20100520:0000,174,3.1,87,0.0,10.7,12.6,8.8,8.4,10.8,10.6,10.9,-,-,-,1020.8,1016.2,-,3.71,-
4843,20100521:0000,195,6.7,162,2.4,10.0,12.9,7.0,5.6,10.6,10.2,10.6,-,-,-,1021.7,1017.1,-,6.09,-
4843,20100522:0000,55,9.3,265,0.5,6.4,12.6,0.2,-1.6,9.8,7.9,8.7,-,-,-,1018.3,1013.7,-,8.07,-
4843,20100523:0000,233,6.7,223,0.2,9.4,12.2,6.6,5.8,11.5,9.6,9.8,-,-,-,1018.5,1013.9,-,3.70,-
4843,20100524:0000,232,10.3,222,41.6,10.2,11.8,8.5,8.1,12.5,10.3,10.3,-,-,-,1008.9,1004.3,0.0,0.79,-
4843,20100525:0000,192,17.0,582,10.9,11.1,12.4,9.8,9.6,12.9,10.7,10.8,-,-,-,994.3,989.9,0.0,1.11,-
4843,20100526:0000,211,18.0,773,39.5,9.4,11.8,7.0,6.7,12.2,10.2,10.5,-,-,-,996.8,992.3,0.0,1.30,-
4843,20100527:0000,201,16.0,584,4.1,5.9,8.0,3.7,3.1,8.2,6.4,7.7,-,-,-,1014.5,1009.8,0.0,2.40,-
4843,20100528:0000,230,17.5,828,1.9,5.1,6.7,3.4,2.9,8.5,5.8,6.6,-,-,-,1015.9,1011.3,0.0,2.72,-
4843,20100529:0000,233,12.9,436,0.4,7.1,8.9,5.3,4.3,10.2,7.6,7.9,-,-,-,1019.9,1015.2,0.0,2.16,-
4843,20100530:0000,207,7.7,218,0.0,8.1,9.8,6.4,5.4,8.9,7.8,8.1,-,-,-,1025.5,1020.9,-,4.91,-
4843,20100531:0000,65,6.2,138,0.0,6.9,9.2,4.5,2.6,7.6,7.3,7.9,-,-,-,1026.0,1021.4,-,5.35,-
4843,20100601:0000,181,4.6,146,3.6,6.6,9.2,3.9,2.9,8.8,7.4,7.8,-,-,-,1020.8,1016.1,-,3.75,-
4843,20100602:0000,220,6.7,221,2.0,7.7,9.3,6.1,6.0,10.7,8.4,8.5,-,-,-,1018.1,1013.5,0.0,2.28,-
4843,20100603:0000,233,5.1,167,0.0,6.3,11.7,0.9,-1.8,9.8,8.1,8.8,-,-,-,1023.5,1018.8,-,5.33,-
4843,20100604:0000,13,4.6,121,0.2,4.6,12.1,-2.9,-4.5,7.6,4.5,5.6,-,-,-,1026.0,1021.3,-,8.30,-
4843,20100605:0000,56,5.7,165,0.1,5.1,12.0,-1.9,-3.9,8.2,4.8,5.5,-,-,-,1018.3,1013.7,-,6.66,-
4843,20100606:0000,213,7.7,183,1.5,5.9,9.5,2.2,1.0,9.4,6.3,6.5,-,-,-,998.8,994.3,0.0,1.55,-
4843,20100607:0000,244,21.1,748,7.8,6.6,8.6,4.5,3.2,9.3,6.8,7.2,-,-,-,990.8,986.2,0.0,2.85,-
4843,20100608:0000,224,14.4,516,15.8,5.0,7.3,2.6,1.1,7.8,4.6,5.4,-,-,-,1008.4,1003.8,-,3.30,-
4843,20100609:0000,233,9.3,219,2.2,5.2,9.6,0.7,-2.7,6.8,4.3,5.1,-,-,-,1012.5,1007.9,-,8.00,-
4843,20100610:0000,49,10.3,285,0.1,4.4,10.6,-1.9,-4.5,7.3,3.6,4.2,-,-,-,1001.2,996.7,-,5.47,-
4843,20100611:0000,198,10.8,235,0.0,7.0,12.8,1.2,-1.3,8.4,5.0,5.4,-,-,-,991.7,987.2,-,5.38,-
4843,20100612:0000,278,11.3,266,0.1,7.4,14.2,0.6,-2.1,7.1,4.8,5.1,-,-,-,993.1,988.6,-,8.10,-
4843,20100613:0000,203,13.4,234,3.0,1.4,6.2,-3.4,-5.3,6.2,2.3,3.5,-,-,-,1000.9,996.3,-,3.93,-
